,title,affiliations
1212,RedundancyLens: Revealing and Exploiting Visual Token Processing Redundancy for Efficient Decoder-Only MLLMs,"['South China University of Technology', 'Huawei Technologies Ltd.', 'INTSIG Information']"
1213,Memory-augmented Query Reconstruction for LLM-based Knowledge Graph Reasoning,"['Harbin Institute of Technology (Shenzhen)', 'Harbin Institute of Technology (Shenzhen)', 'Harbin Institute of Technology', 'Harbin Institute of Technology, Shenzhen']"
1214,KaFT: Knowledge-aware Fine-tuning for Boosting LLMs’ Domain-specific Question-Answering Performance,"['Wuhan University', 'Wuhan University', 'Wuhan University', 'Nanyang Technological University']"
1215,Are Multimodal Large Language Models Pragmatically Competent Listeners in Simple Reference Resolution Tasks?,"['Universität Bielefeld', 'Universität Bielefeld', 'Bielefeld University', 'Universität Bielefeld']"
1216,Removing Prompt-template Bias in Reinforcement Learning from Human Feedback,"['Nanyang Technological University', 'National University of Singapore']"
1217,Latent Distribution Decouple for Uncertain-Aware Multimodal Multi-label Emotion Recognition,"['Chongqing University', 'Chongqing University', 'Chongqing University']"
1218,Are LLMs Rational Investors? A Study on the Financial Bias in LLMs,"['New York University', 'Fudan University', 'Fudan University', 'Fudan University', 'Fudan University', 'Fudan University']"
1219,Seeing What Tastes Good: Revisiting Multimodal Distributional Semantics in the Billion Parameter Era,"['University Politehnica of Bucharest', 'Copenhagen University and University of Copenhagen', 'University of Copenhagen']"
1220,Communication-Efficient and Tensorized Federated Fine-Tuning of Large Language Models,"['University of California, Santa Barbara', 'University of California, Santa Barbara', 'University of California, Santa Barbara', 'University of California, Santa Barbara', 'University of California, Santa Barbara', 'University of California, Santa Barbara']"
1221,A rebuttal of two common deflationary stances against LLM cognition,"['University of Basel', 'Max-Planck Institute']"
1222,COVER: Context-Driven Over-Refusal Verification in LLMs,['University of Modena and Reggio Emilia']
1223,MOSAIC: Multiple Observers Spotting AI Content,"['Université Pierre et Marie Curie - Paris 6, Sorbonne Université - Faculté des Sciences (Paris VI)', 'ISIR, Sorbonne Université & CNRS', 'Université Paris-Saclay, CNRS']"
1224,GUIDEX: Guided Synthetic Data Generation for Zero-Shot Information Extraction,"['Technical University of Munich and Universidad del País Vasco', 'University of the Basque Country (UPV/EHU)', 'University of the Basque Country (UPV/EHU)']"
1225,Missing the Margins: A Systematic Literature Review on the Demographic Representativeness of LLMs,"['Universität Mannheim', 'Universität Mannheim', 'Universität Konstanz', 'Universität Mannheim and GESIS – Leibniz Institute for the Social Sciences']"
1226,LlamaV-o1: Rethinking Step-by-step Visual Reasoning in LLMs,"['Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'Parameter Lab', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence and Northwestern Polytechnical University, Northwest Polytechnical University Xi’an', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'MBZUAI', 'Mohamed bin Zayed University of Artificial Intelligence', 'Amazon and University of Central Florida', 'Mohamed bin Zayed University of Artificial Intelligence and Linköping University', 'Mohamed bin Zayed University of Artificial Intelligence and Australian National University']"
1227,Burn After Reading: Do Multimodal Large Language Models Truly Capture Order of Events in Image Sequences?,"['Utrecht University', 'Utrecht University and CNRS', 'Utrecht University']"
1228,Full-Step-DPO: Self-Supervised Preference Optimization with Step-wise Rewards for Mathematical Reasoning,"['Nanyang Technological University', 'ByteDance Inc.', 'Shopee', 'Nanyang Technological University', 'sea group', 'Nanyang Technological University']"
1229,Do Emotions Really Affect Argument Convincingness? A Dynamic Approach with LLM-based Manipulation Checks,['University of Technology Nuremberg']
1230,SCOPE: Compress Mathematical Reasoning Steps for Efficient Automated Process Annotation,"['Nanyang Technological University', 'ByteDance Inc.', 'Shopee', 'Nanyang Technological University', 'sea group', 'Nanyang Technological University']"
1231,Compositional Syntactico-SemBanking for English as a Second or Foreign Language,"['Peking University', 'University of Cambridge']"
1232,Semantics-aware prompting for translating NOtices To AirMen,"['Honeywell and Indian Institute of Technology, Hyderabad, Dhirubhai Ambani Institute Of Information and Communication Technology', 'Indian Institute of Technology, Hyderabad,']"
1233,Stereotype or Personalization? User Identity Biases Chatbot Recommendations,"['CMU, Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University']"
1234,Automated main concept generation for narrative discourse assessment in aphasia,"['Department of Computer Science, University of Massachusetts at Amherst', 'University of Massachusetts, Amherst']"
1235,Can VLMs Actually See and Read? A Survey on Modality Collapse in Vision-Language Models,"['University of Adelaide', 'The University of Adelaide', 'CSIRO']"
1236,"“You are Beautiful, Body Image Stereotypes are Ugly!” BIStereo: A Benchmark to Measure Body Image Stereotypes in Language Models","['IBM India Pvt Ltd', 'Indian Institute of Technology Bombay, Indian Institute of Technology, Bombay', 'Indian Institute of Technology, Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology']"
1237,Retrieval Models Aren’t Tool-Savvy: Benchmarking Tool Retrieval for Large Language Models,"['Shandong University', 'Baidu Inc.', 'Shandong University', 'Baidu', 'Leiden University']"
1238,FineCite: A Novel Approach For Fine-Grained Citation Context Analysis,"['Kyungpook National University', 'Universität Hamburg', 'Kyungpook National University']"
1239,Decoupling Reasoning and Knowledge Injection for In-Context Knowledge Editing,"['Tsinghua University', 'Tsinghua University, Tsinghua University', 'Tsinghua University']"
1240,Entrospect: Information-Theoretic Self-Reflection Elicits Better Response Refinement of Small Language Models,"['The Chinese University of Hong Kong', 'Shenzhen Technology University', 'The Chinese University of Hong Kong, Shenzhen']"
1241,Safeguarding RAG Pipelines with GMTP: A Gradient-based Masked Token Probability Method for Poisoned Document Detection,['POSTECH']
1242,EnSToM: Enhancing Dialogue Systems with Entropy-Scaled Steering Vectors for Topic Maintenance,"['Pohang University of Science and Technology', 'Pohang University of Science and Technology']"
1243,MultiTEND: A Multilingual Benchmark for Natural Language to NoSQL Query Translation,['Huawei Technologies Ltd.']
1244,Tool learning via Inference-time Scaling and Cycle Verifier,"['Beihang University', 'Harbin Institute of Technology (Shenzhen)', 'Harbin Institute of Technology, Shenzhen']"
1245,When Benchmarks Talk: Re-Evaluating Code LLMs with Interactive Feedback,"['New York University', 'New York University', 'Datadog and Carnegie Mellon University', 'New York University']"
1246,Reranking-based Generation for Unbiased Perspective Summarization,['Columbia University']
1247,KARPA: A Training-free Method of Adapting Knowledge Graph as References for Large Language Model’s Reasoning Path Aggregation,"['Beijing University of Posts and Telecommunications', 'Duke University', 'ByteDance Inc.', 'zte']"
1248,Enhancing LLM-based Hatred and Toxicity Detection with Meta-Toxic Knowledge Graph,"['East China Normal University', 'East China Normal University', 'East China Normal University', 'East China Normal University', 'East China Normal University']"
1249,Mixture-of-Personas Language Models for Population Simulation,"['Yale University', 'Vinai Research', 'Yale University and Snap Inc.', 'Yale University', 'The Chinese University of Hong Kong', 'Yale University']"
1250,ClusComp: A Simple Paradigm for Model Compression and Efficient Finetuning,"['eBay Inc.', 'eBay Inc.', 'eBay Research', 'University of Amsterdam, University of Amsterdam']"
1251,Decomposed Opinion Summarization with Verified Aspect-Aware Modules,"['The University of Melbourne', 'University of Melbourne and Carnegie Mellon University', 'Edinburgh University, University of Edinburgh']"
1252,Token-Budget-Aware LLM Reasoning,"['Nanjing University', 'Rutgers University', 'nanjing university', 'Amazon', 'University of Massachusetts at Amherst', 'Nanjing University']"
1253,HATA: Trainable and Hardware-Efficient Hash-Aware Top-k Attention for Scalable Large Model Inference,"['University of Science and Technology of China', 'University of Science and Technology of China', 'Huawei Technologies Ltd.', 'Peking University', 'Huawei Technologies Ltd.', 'Tianjin University and Huawei Technologies Ltd.', 'University of Science and Technology of China']"
1254,"Answer When Needed, Forget When Not: Language Models Pretend to Forget via In-Context Knowledge Unlearning","['The University of Tokyo', 'The University of Tokyo, Tokyo University', 'The University of Tokyo', 'The University of Tokyo, The University of Tokyo', 'The University of Tokyo and The University of Tokyo']"
1255,"LIST: Linearly Incremental SQL Translator for Single-Hop Reasoning, Generation and Verification","['Tencent', 'Tencent', 'Tencent']"
1256,MAGI: Multi-Agent Guided Interview for Psychiatric Assessment,"['Tsinghua University', 'Central South University', 'University of International Relations', 'Beijing Lingxin Intelligent Technology Co., Ltd', 'Tsinghua University, Tsinghua University']"
1257,TituLLMs: A Family of Bangla LLMs with Comprehensive Benchmarking,"['University of Central Florida', 'Hishab technologies', 'Qatar Computing Research Institute']"
1258,WikiMixQA: A Multimodal Benchmark for Question Answering over Tables and Charts,"['School of Computer and Communication Sciences, EPFL - EPF Lausanne', 'EPFL - EPF Lausanne', 'Google DeepMind', 'School of Computer and Communication Sciences, EPFL - EPF Lausanne', 'EPFL - EPF Lausanne']"
1259,Let’s Fuse Step by Step: A Generative Fusion Decoding Algorithm with LLMs for Robust and Instruction-Aware ASR and OCR,"['MediaTek Research', 'MediaTek Research', 'MediaTek Research', 'MediaTek Research']"
1260,HPSS: Heuristic Prompting Strategy Search for LLM Evaluators,"['University of Electronic Science and Technology of China', 'Tsinghua University', 'Zhipu AI', 'Tsinghua University, Tsinghua University', 'Tsinghua University']"
1261,A Fully Generative Motivational Interviewing Counsellor Chatbot for Moving Smokers Towards the Decision to Quit,"['University of Toronto', 'University of Toronto', 'University of Toronto', 'Centre for Addiction and Mental Health (CAMH)', 'University of Toronto', 'University of Toronto and Centre for Addiction and Mental Health', 'Centre for Addiction and Mental Health (CAMH) and Centre for Addiction and Mental Health (CAMH)', 'University of Toronto', 'University of Toronto and Centre for Addiction and Mental health', 'University of Toronto']"
